时序变量转换_Y,时序变量转换_X1,时序变量转换_X2,时序变量转换_X3,时序变量转换_X4,时序变量转换_X5,Date,Value
6466.069167,6097.46,6107.896154,5908.7025,6223.28,6374.754167,6/27/18,6097.46
6626.44,6107.896154,5908.7025,6223.28,6374.754167,6466.069167,6/28/18,6107.896154
6593.289167,5908.7025,6223.28,6374.754167,6466.069167,6626.44,6/29/18,5908.7025
6603.376667,6223.28,6374.754167,6466.069167,6626.44,6593.289167,6/30/18,6223.28
6555.51,6374.754167,6466.069167,6626.44,6593.289167,6603.376667,7/1/18,6374.754167
6594.281667,6466.069167,6626.44,6593.289167,6603.376667,6555.51,7/2/18,6466.069167
6753.559167,6626.44,6593.289167,6603.376667,6555.51,6594.281667,7/3/18,6626.44
6724.04,6593.289167,6603.376667,6555.51,6594.281667,6753.559167,7/4/18,6593.289167
6510.791667,6603.376667,6555.51,6594.281667,6753.559167,6724.04,7/5/18,6603.376667
6377.363333,6555.51,6594.281667,6753.559167,6724.04,6510.791667,7/6/18,6555.51
6403.18,6594.281667,6753.559167,6724.04,6510.791667,6377.363333,7/7/18,6594.281667
6244.3575,6753.559167,6724.04,6510.791667,6377.363333,6403.18,7/8/18,6753.559167
6241.0,6724.04,6510.791667,6377.363333,6403.18,6244.3575,7/9/18,6724.04
6248.84,6510.791667,6377.363333,6403.18,6244.3575,6241.0,7/10/18,6510.791667
6514.390833,6377.363333,6403.18,6244.3575,6241.0,6248.84,7/11/18,6377.363333
6869.910833,6403.18,6244.3575,6241.0,6248.84,6514.390833,7/12/18,6403.18
7321.62,6244.3575,6241.0,6248.84,6514.390833,6869.910833,7/13/18,6244.3575
7396.401667,6241.0,6248.84,6514.390833,6869.910833,7321.62,7/14/18,6241.0
7428.045,6248.84,6514.390833,6869.910833,7321.62,7396.401667,7/15/18,6248.84
7334.99,6514.390833,6869.910833,7321.62,7396.401667,7428.045,7/16/18,6514.390833
7451.289167,6869.910833,7321.62,7396.401667,7428.045,7334.99,7/17/18,6869.910833
7689.884167,7321.62,7396.401667,7428.045,7334.99,7451.289167,7/18/18,7321.62
7715.1,7396.401667,7428.045,7334.99,7451.289167,7689.884167,7/19/18,7396.401667
8251.165,7428.045,7334.99,7451.289167,7689.884167,7715.1,7/20/18,7428.045
8187.324167,7334.99,7451.289167,7689.884167,7715.1,8251.165,7/21/18,7334.99
7939.81,7451.289167,7689.884167,7715.1,8251.165,8187.324167,7/22/18,7451.289167
8182.251667,7689.884167,7715.1,8251.165,8187.324167,7939.81,7/23/18,7689.884167
8206.341667,7715.1,8251.165,8187.324167,7939.81,8182.251667,7/24/18,7715.1
8220.91,8251.165,8187.324167,7939.81,8182.251667,8206.341667,7/25/18,8251.165
7916.800833,8187.324167,7939.81,8182.251667,8206.341667,8220.91,7/26/18,8187.324167
7570.869167,7939.81,8182.251667,8206.341667,8220.91,7916.800833,7/27/18,7939.81
7607.7,8182.251667,8206.341667,8220.91,7916.800833,7570.869167,7/28/18,8182.251667
7394.499167,8206.341667,8220.91,7916.800833,7570.869167,7607.7,7/29/18,8206.341667
7247.769167,8220.91,7916.800833,7570.869167,7607.7,7394.499167,7/30/18,8220.91
7011.28,7916.800833,7570.869167,7607.7,7394.499167,7247.769167,7/31/18,7916.800833
6988.079167,7570.869167,7607.7,7394.499167,7247.769167,7011.28,8/1/18,7570.869167
6993.513333,7607.7,7394.499167,7247.769167,7011.28,6988.079167,8/2/18,7607.7
6718.23,7394.499167,7247.769167,7011.28,6988.079167,6993.513333,8/3/18,7394.499167
6396.7725,7247.769167,7011.28,6988.079167,6993.513333,6718.23,8/4/18,7247.769167
6396.494667,7011.28,6988.079167,6993.513333,6718.23,6396.7725,8/5/18,7011.28
6138.96,6988.079167,6993.513333,6718.23,6396.7725,6396.494667,8/6/18,6988.079167
6311.131667,6993.513333,6718.23,6396.7725,6396.494667,6138.96,8/7/18,6993.513333
6347.07,6718.23,6396.7725,6396.494667,6138.96,6311.131667,8/8/18,6718.23
6252.13,6396.7725,6396.494667,6138.96,6311.131667,6347.07,8/9/18,6396.7725
6362.676923,6396.494667,6138.96,6311.131667,6347.07,6252.13,8/10/18,6396.494667
6342.629231,6138.96,6311.131667,6347.07,6252.13,6362.676923,8/11/18,6138.96
6312.75,6311.131667,6347.07,6252.13,6362.676923,6342.629231,8/12/18,6311.131667
6436.720833,6347.07,6252.13,6362.676923,6342.629231,6312.75,8/13/18,6347.07
6404.063333,6252.13,6362.676923,6342.629231,6312.75,6436.720833,8/14/18,6252.13
6486.58,6362.676923,6342.629231,6312.75,6436.720833,6404.063333,8/15/18,6362.676923
6401.246154,6342.629231,6312.75,6436.720833,6404.063333,6486.58,8/16/18,6342.629231
6575.229167,6312.75,6436.720833,6404.063333,6486.58,6401.246154,8/17/18,6312.75
6354.57,6436.720833,6404.063333,6486.58,6401.246154,6575.229167,8/18/18,6436.720833
6543.645714,6404.063333,6486.58,6401.246154,6575.229167,6354.57,8/19/18,6404.063333
6719.429231,6486.58,6401.246154,6575.229167,6354.57,6543.645714,8/20/18,6486.58
6738.27,6401.246154,6575.229167,6354.57,6543.645714,6719.429231,8/21/18,6401.246154
6719.266154,6575.229167,6354.57,6543.645714,6719.429231,6738.27,8/22/18,6575.229167
7000.04,6354.57,6543.645714,6719.429231,6738.27,6719.266154,8/23/18,6354.57
7078.19,6543.645714,6719.429231,6738.27,6719.266154,7000.04,8/24/18,6543.645714
6932.6625,6719.429231,6738.27,6719.266154,7000.04,7078.19,8/25/18,6719.429231
6981.946154,6738.27,6719.266154,7000.04,7078.19,6932.6625,8/26/18,6738.27
7018.78,6719.266154,7000.04,7078.19,6932.6625,6981.946154,8/27/18,6719.266154
7247.935385,7000.04,7078.19,6932.6625,6981.946154,7018.78,8/28/18,7000.04
7260.949231,7078.19,6932.6625,6981.946154,7018.78,7247.935385,8/29/18,7078.19
7265.08,6932.6625,6981.946154,7018.78,7247.935385,7260.949231,8/30/18,6932.6625
7113.069231,6981.946154,7018.78,7247.935385,7260.949231,7265.08,8/31/18,6981.946154
6433.271667,7018.78,7247.935385,7260.949231,7265.08,7113.069231,9/1/18,7018.78
6501.19,7247.935385,7260.949231,7265.08,7113.069231,6433.271667,9/2/18,7247.935385
6366.1075,7260.949231,7265.08,7113.069231,6433.271667,6501.19,9/3/18,7260.949231
6286.425833,7265.08,7113.069231,6433.271667,6501.19,6366.1075,9/4/18,7265.08
6240.98,7113.069231,6433.271667,6501.19,6366.1075,6286.425833,9/5/18,7113.069231
6296.320833,6433.271667,6501.19,6366.1075,6286.425833,6240.98,9/6/18,6433.271667
6273.1375,6501.19,6366.1075,6286.425833,6240.98,6296.320833,9/7/18,6501.19
6326.04,6366.1075,6286.425833,6240.98,6296.320833,6273.1375,9/8/18,6366.1075
6499.0625,6286.425833,6240.98,6296.320833,6273.1375,6326.04,9/9/18,6286.425833
6518.655,6240.98,6296.320833,6273.1375,6326.04,6499.0625,9/10/18,6240.98
6522.39,6296.320833,6273.1375,6326.04,6499.0625,6518.655,9/11/18,6296.320833
6400.600833,6273.1375,6326.04,6499.0625,6518.655,6522.39,9/12/18,6273.1375
6296.631667,6326.04,6499.0625,6518.655,6522.39,6400.600833,9/13/18,6326.04
6342.39,6499.0625,6518.655,6522.39,6400.600833,6296.631667,9/14/18,6499.0625
6418.562667,6518.655,6522.39,6400.600833,6296.631667,6342.39,9/15/18,6518.655
6669.990833,6522.39,6400.600833,6296.631667,6342.39,6418.562667,9/16/18,6522.39
6756.12,6400.600833,6296.631667,6342.39,6418.562667,6669.990833,9/17/18,6400.600833
6710.445,6296.631667,6342.39,6418.562667,6669.990833,6756.12,9/18/18,6296.631667
6639.304167,6342.39,6418.562667,6669.990833,6756.12,6710.445,9/19/18,6342.39
6583.45,6418.562667,6669.990833,6756.12,6710.445,6639.304167,9/20/18,6418.562667
6468.631667,6669.990833,6756.12,6710.445,6639.304167,6583.45,9/21/18,6669.990833
6535.476667,6756.12,6710.445,6639.304167,6583.45,6468.631667,9/22/18,6756.12
6686.08,6710.445,6639.304167,6583.45,6468.631667,6535.476667,9/23/18,6710.445
6550.474167,6639.304167,6583.45,6468.631667,6535.476667,6686.08,9/24/18,6639.304167
6593.135,6583.45,6468.631667,6535.476667,6686.08,6550.474167,9/25/18,6583.45
6611.02,6468.631667,6535.476667,6686.08,6550.474167,6593.135,9/26/18,6468.631667
6562.641667,6535.476667,6686.08,6550.474167,6593.135,6611.02,9/27/18,6535.476667
6470.4025,6686.08,6550.474167,6593.135,6611.02,6562.641667,9/28/18,6686.08
6483.73,6550.474167,6593.135,6611.02,6562.641667,6470.4025,9/29/18,6550.474167
6568.549167,6593.135,6611.02,6562.641667,6470.4025,6483.73,9/30/18,6593.135
6581.486667,6611.02,6562.641667,6470.4025,6483.73,6568.549167,10/1/18,6611.02
6573.62,6562.641667,6470.4025,6483.73,6568.549167,6581.486667,10/2/18,6562.641667
6618.567692,6470.4025,6483.73,6568.549167,6581.486667,6573.62,10/3/18,6470.4025
6621.711667,6483.73,6568.549167,6581.486667,6573.62,6618.567692,10/4/18,6483.73
6626.85,6568.549167,6581.486667,6573.62,6618.567692,6621.711667,10/5/18,6568.549167
6248.635833,6581.486667,6573.62,6618.567692,6621.711667,6626.85,10/6/18,6581.486667
6260.530833,6573.62,6618.567692,6621.711667,6626.85,6248.635833,10/7/18,6573.62
6247.0,6618.567692,6621.711667,6626.85,6248.635833,6260.530833,10/8/18,6618.567692
6299.399167,6621.711667,6626.85,6248.635833,6260.530833,6247.0,10/9/18,6621.711667
6452.571667,6626.85,6248.635833,6260.530833,6247.0,6299.399167,10/10/18,6626.85
6599.17,6248.635833,6260.530833,6247.0,6299.399167,6452.571667,10/11/18,6248.635833
6596.276154,6260.530833,6247.0,6299.399167,6452.571667,6599.17,10/12/18,6260.530833
6568.040769,6247.0,6299.399167,6452.571667,6599.17,6596.276154,10/13/18,6247.0
6509.61,6299.399167,6452.571667,6599.17,6596.276154,6568.040769,10/14/18,6299.399167
6488.825833,6452.571667,6599.17,6596.276154,6568.040769,6509.61,10/15/18,6452.571667
6531.601667,6599.17,6596.276154,6568.040769,6509.61,6488.825833,10/16/18,6599.17
6504.78,6596.276154,6568.040769,6509.61,6488.825833,6531.601667,10/17/18,6596.276154
6481.426,6568.040769,6509.61,6488.825833,6531.601667,6504.78,10/18/18,6568.040769
6508.31,6509.61,6488.825833,6531.601667,6504.78,6481.426,10/19/18,6509.61
6489.77,6488.825833,6531.601667,6504.78,6481.426,6508.31,10/20/18,6488.825833
6473.753333,6531.601667,6504.78,6481.426,6508.31,6489.77,10/21/18,6531.601667
6465.9175,6504.78,6481.426,6508.31,6489.77,6473.753333,10/22/18,6504.78
6457.21,6481.426,6508.31,6489.77,6473.753333,6465.9175,10/23/18,6481.426
6382.668333,6508.31,6489.77,6473.753333,6465.9175,6457.21,10/24/18,6508.31
6309.452857,6489.77,6473.753333,6465.9175,6457.21,6382.668333,10/25/18,6489.77
6301.61,6473.753333,6465.9175,6457.21,6382.668333,6309.452857,10/26/18,6473.753333
6342.280833,6465.9175,6457.21,6382.668333,6309.452857,6301.61,10/27/18,6465.9175
6387.674167,6457.21,6382.668333,6309.452857,6301.61,6342.280833,10/28/18,6457.21
6390.42,6382.668333,6309.452857,6301.61,6342.280833,6387.674167,10/29/18,6382.668333
6391.873333,6309.452857,6301.61,6342.280833,6387.674167,6390.42,10/30/18,6309.452857
6436.965,6301.61,6342.280833,6387.674167,6390.42,6391.873333,10/31/18,6301.61
6437.76,6342.280833,6387.674167,6390.42,6391.873333,6436.965,11/1/18,6342.280833
6538.79,6387.674167,6390.42,6391.873333,6436.965,6437.76,11/2/18,6387.674167
6486.251667,6390.42,6391.873333,6436.965,6437.76,6538.79,11/3/18,6390.42
6444.97,6391.873333,6436.965,6437.76,6538.79,6486.251667,11/4/18,6391.873333
6399.033333,6436.965,6437.76,6538.79,6486.251667,6444.97,11/5/18,6436.965
6378.268333,6437.76,6538.79,6486.251667,6444.97,6399.033333,11/6/18,6437.76
6408.53,6538.79,6486.251667,6444.97,6399.033333,6378.268333,11/7/18,6538.79
6372.063333,6486.251667,6444.97,6399.033333,6378.268333,6408.53,11/8/18,6486.251667
6176.155,6444.97,6399.033333,6378.268333,6408.53,6372.063333,11/9/18,6444.97
5756.77,6399.033333,6378.268333,6408.53,6372.063333,6176.155,11/10/18,6399.033333
5596.1925,6378.268333,6408.53,6372.063333,6176.155,5756.77,11/11/18,6378.268333
5558.243333,6408.53,6372.063333,6176.155,5756.77,5596.1925,11/12/18,6408.53
5572.44,6372.063333,6176.155,5756.77,5596.1925,5558.243333,11/13/18,6372.063333
5303.9425,6176.155,5756.77,5596.1925,5558.243333,5572.44,11/14/18,6176.155
4671.97,5756.77,5596.1925,5558.243333,5572.44,5303.9425,11/15/18,5756.77
4491.98,5596.1925,5558.243333,5572.44,5303.9425,4671.97,11/16/18,5596.1925
4548.7975,5558.243333,5572.44,5303.9425,4671.97,4491.98,11/17/18,5558.243333
4309.3375,5572.44,5303.9425,4671.97,4491.98,4548.7975,11/18/18,5572.44
4352.98,5303.9425,4671.97,4491.98,4548.7975,4309.3375,11/19/18,5303.9425
3823.511667,4671.97,4491.98,4548.7975,4309.3375,4352.98,11/20/18,4671.97
3920.536667,4491.98,4548.7975,4309.3375,4352.98,3823.511667,11/21/18,4491.98
3793.35,4548.7975,4309.3375,4352.98,3823.511667,3920.536667,11/22/18,4548.7975
4103.453846,4309.3375,4352.98,3823.511667,3920.536667,3793.35,11/23/18,4309.3375
4263.783333,4352.98,3823.511667,3920.536667,3793.35,4103.453846,11/24/18,4352.98
4278.77,3823.511667,3920.536667,3793.35,4103.453846,4263.783333,11/25/18,3823.511667
4116.7775,3920.536667,3793.35,4103.453846,4263.783333,4278.77,11/26/18,3920.536667
4167.546667,3793.35,4103.453846,4263.783333,4278.77,4116.7775,11/27/18,3793.35
4140.6,4103.453846,4263.783333,4278.77,4116.7775,4167.546667,11/28/18,4103.453846
3961.493333,4263.783333,4278.77,4116.7775,4167.546667,4140.6,11/29/18,4263.783333
3858.349167,4278.77,4116.7775,4167.546667,4140.6,3961.493333,11/30/18,4278.77
3744.98,4116.7775,4167.546667,4140.6,3961.493333,3858.349167,12/1/18,4116.7775
3405.643333,4167.546667,4140.6,3961.493333,3858.349167,3744.98,12/2/18,4167.546667
3435.34,4140.6,3961.493333,3858.349167,3744.98,3405.643333,12/3/18,4140.6
3453.66,3961.493333,3858.349167,3744.98,3405.643333,3435.34,12/4/18,3961.493333
3523.96,3858.349167,3744.98,3405.643333,3435.34,3453.66,12/5/18,3858.349167
3426.19,3744.98,3405.643333,3435.34,3453.66,3523.96,12/6/18,3744.98
3407.28,3405.643333,3435.34,3453.66,3523.96,3426.19,12/7/18,3405.643333
3406.7625,3435.34,3453.66,3523.96,3426.19,3407.28,12/8/18,3435.34
3278.374167,3453.66,3523.96,3426.19,3407.28,3406.7625,12/9/18,3453.66
3242.42,3523.96,3426.19,3407.28,3406.7625,3278.374167,12/10/18,3523.96
3271.238333,3426.19,3407.28,3406.7625,3278.374167,3242.42,12/11/18,3426.19
3392.405,3407.28,3406.7625,3278.374167,3242.42,3271.238333,12/12/18,3407.28
3556.54,3406.7625,3278.374167,3242.42,3271.238333,3392.405,12/13/18,3406.7625
3808.0425,3278.374167,3242.42,3271.238333,3392.405,3556.54,12/14/18,3278.374167
3982.850833,3242.42,3271.238333,3392.405,3556.54,3808.0425,12/15/18,3242.42
4135.19,3271.238333,3392.405,3556.54,3808.0425,3982.850833,12/16/18,3271.238333
3910.973333,3392.405,3556.54,3808.0425,3982.850833,4135.19,12/17/18,3392.405
4027.478333,3556.54,3808.0425,3982.850833,4135.19,3910.973333,12/18/18,3556.54
3995.17,3808.0425,3982.850833,4135.19,3910.973333,4027.478333,12/19/18,3808.0425
3813.88,3982.850833,4135.19,3910.973333,4027.478333,3995.17,12/20/18,3982.850833
3825.379167,4135.19,3910.973333,4027.478333,3995.17,3813.88,12/21/18,4135.19
3848.21,3910.973333,4027.478333,3995.17,3813.88,3825.379167,12/22/18,3910.973333
3743.905,4027.478333,3995.17,3813.88,3825.379167,3848.21,12/23/18,4027.478333
3912.285833,3995.17,3813.88,3825.379167,3848.21,3743.905,12/24/18,3995.17
3770.36,3813.88,3825.379167,3848.21,3743.905,3912.285833,12/25/18,3813.88
3791.545833,3825.379167,3848.21,3743.905,3912.285833,3770.36,12/26/18,3825.379167
3752.271667,3848.21,3743.905,3912.285833,3770.36,3791.545833,12/27/18,3848.21
3855.88,3743.905,3912.285833,3770.36,3791.545833,3752.271667,12/28/18,3743.905
3865.7975,3912.285833,3770.36,3791.545833,3752.271667,3855.88,12/29/18,3912.285833
3822.626667,3770.36,3791.545833,3752.271667,3855.88,3865.7975,12/30/18,3770.36
3856.62,3791.545833,3752.271667,3855.88,3865.7975,3822.626667,12/31/18,3791.545833
3920.456667,3752.271667,3855.88,3865.7975,3822.626667,3856.62,1/1/19,3752.271667
4036.093333,3855.88,3865.7975,3822.626667,3856.62,3920.456667,1/2/19,3855.88
4032.25,3865.7975,3822.626667,3856.62,3920.456667,4036.093333,1/3/19,3865.7975
4034.138333,3822.626667,3856.62,3920.456667,4036.093333,4032.25,1/4/19,3822.626667
3812.585833,3856.62,3920.456667,4036.093333,4032.25,4034.138333,1/5/19,3856.62
3646.25,3920.456667,4036.093333,4032.25,4034.138333,3812.585833,1/6/19,3920.456667
3646.345833,4036.093333,4032.25,4034.138333,3812.585833,3646.25,1/7/19,4036.093333
3599.841667,4032.25,4034.138333,3812.585833,3646.25,3646.345833,1/8/19,4032.25
3531.96,4034.138333,3812.585833,3646.25,3646.345833,3599.841667,1/9/19,4034.138333
3656.785,3812.585833,3646.25,3646.345833,3599.841667,3531.96,1/10/19,3812.585833
3621.270833,3646.25,3646.345833,3599.841667,3531.96,3656.785,1/11/19,3646.25
3621.43,3646.345833,3599.841667,3531.96,3656.785,3621.270833,1/12/19,3646.345833
3632.395,3599.841667,3531.96,3656.785,3621.270833,3621.43,1/13/19,3599.841667
3690.523333,3531.96,3656.785,3621.270833,3621.43,3632.395,1/14/19,3531.96
3703.98,3656.785,3621.270833,3621.43,3632.395,3690.523333,1/15/19,3656.785
3548.4275,3621.270833,3621.43,3632.395,3690.523333,3703.98,1/16/19,3621.270833
3540.02,3621.43,3632.395,3690.523333,3703.98,3548.4275,1/17/19,3621.43
3587.35,3632.395,3690.523333,3703.98,3548.4275,3540.02,1/18/19,3632.395
3566.4,3690.523333,3703.98,3548.4275,3540.02,3587.35,1/19/19,3690.523333
3586.25,3703.98,3548.4275,3540.02,3587.35,3566.4,1/20/19,3703.98
3577.79,3548.4275,3540.02,3587.35,3566.4,3586.25,1/21/19,3548.4275
3576.3,3540.02,3587.35,3566.4,3586.25,3577.79,1/22/19,3540.02
3554.5,3587.35,3566.4,3586.25,3577.79,3576.3,1/23/19,3587.35
3448.58,3566.4,3586.25,3577.79,3576.3,3554.5,1/24/19,3566.4
3421.6,3586.25,3577.79,3576.3,3554.5,3448.58,1/25/19,3586.25
3470.0,3577.79,3576.3,3554.5,3448.58,3421.6,1/26/19,3577.79
3444.81,3576.3,3554.5,3448.58,3421.6,3470.0,1/27/19,3576.3
3475.33,3554.5,3448.58,3421.6,3470.0,3444.81,1/28/19,3554.5
3506.22,3448.58,3421.6,3470.0,3444.81,3475.33,1/29/19,3448.58
3456.02,3421.6,3470.0,3444.81,3475.33,3506.22,1/30/19,3421.6
3452.35,3470.0,3444.81,3475.33,3506.22,3456.02,1/31/19,3470.0
3467.34,3444.81,3475.33,3506.22,3456.02,3452.35,2/1/19,3444.81
3405.7,3475.33,3506.22,3456.02,3452.35,3467.34,2/2/19,3475.33
3394.76,3506.22,3456.02,3452.35,3467.34,3405.7,2/3/19,3506.22
3661.08,3456.02,3452.35,3467.34,3405.7,3394.76,2/4/19,3456.02
3664.38,3452.35,3467.34,3405.7,3394.76,3661.08,2/5/19,3452.35
3686.29,3467.34,3405.7,3394.76,3661.08,3664.38,2/6/19,3467.34
3629.47,3405.7,3394.76,3661.08,3664.38,3686.29,2/7/19,3405.7
3632.42,3394.76,3661.08,3664.38,3686.29,3629.47,2/8/19,3394.76
3614.5,3661.08,3664.38,3686.29,3629.47,3632.42,2/9/19,3661.08
3600.31,3664.38,3686.29,3629.47,3632.42,3614.5,2/10/19,3664.38
3608.2,3686.29,3629.47,3632.42,3614.5,3600.31,2/11/19,3686.29
3619.55,3629.47,3632.42,3614.5,3600.31,3608.2,2/12/19,3629.47
3670.74,3632.42,3614.5,3600.31,3608.2,3619.55,2/13/19,3632.42
3910.8,3614.5,3600.31,3608.2,3619.55,3670.74,2/14/19,3614.5
3926.53,3600.31,3608.2,3619.55,3670.74,3910.8,2/15/19,3600.31
3987.18,3608.2,3619.55,3670.74,3910.8,3926.53,2/16/19,3608.2
3944.88,3619.55,3670.74,3910.8,3926.53,3987.18,2/17/19,3619.55
3983.48,3670.74,3910.8,3926.53,3987.18,3944.88,2/18/19,3670.74
4139.6,3910.8,3926.53,3987.18,3944.88,3983.48,2/19/19,3910.8
3766.89,3926.53,3987.18,3944.88,3983.48,4139.6,2/20/19,3926.53
3848.33,3987.18,3944.88,3983.48,4139.6,3766.89,2/21/19,3987.18
3831.45,3944.88,3983.48,4139.6,3766.89,3848.33,2/22/19,3944.88
3833.23,3983.48,4139.6,3766.89,3848.33,3831.45,2/23/19,3983.48
3850.08,4139.6,3766.89,3848.33,3831.45,3833.23,2/24/19,4139.6
3834.62,3766.89,3848.33,3831.45,3833.23,3850.08,2/25/19,3766.89
3831.44,3848.33,3831.45,3833.23,3850.08,3834.62,2/26/19,3848.33
3814.58,3831.45,3833.23,3850.08,3834.62,3831.44,2/27/19,3831.45
3730.98,3833.23,3850.08,3834.62,3831.44,3814.58,2/28/19,3833.23
3872.25,3850.08,3834.62,3831.44,3814.58,3730.98,3/1/19,3850.08
3876.85,3834.62,3831.44,3814.58,3730.98,3872.25,3/2/19,3834.62
3886.82,3831.44,3814.58,3730.98,3872.25,3876.85,3/3/19,3831.44
3875.96,3814.58,3730.98,3872.25,3876.85,3886.82,3/4/19,3814.58
3950.56,3730.98,3872.25,3876.85,3886.82,3875.96,3/5/19,3730.98
3928.17,3872.25,3876.85,3886.82,3875.96,3950.56,3/6/19,3872.25
3881.09,3876.85,3886.82,3875.96,3950.56,3928.17,3/7/19,3876.85
3892.51,3886.82,3875.96,3950.56,3928.17,3881.09,3/8/19,3886.82
3877.77,3875.96,3950.56,3928.17,3881.09,3892.51,3/9/19,3875.96
3885.21,3950.56,3928.17,3881.09,3892.51,3877.77,3/10/19,3950.56
3936.5,3928.17,3881.09,3892.51,3877.77,3885.21,3/11/19,3928.17
4015.95,3881.09,3892.51,3877.77,3885.21,3936.5,3/12/19,3881.09
3994.92,3892.51,3877.77,3885.21,3936.5,4015.95,3/13/19,3892.51
3998.77,3877.77,3885.21,3936.5,4015.95,3994.92,3/14/19,3877.77
4029.11,3885.21,3936.5,4015.95,3994.92,3998.77,3/15/19,3885.21
4056.4,3936.5,4015.95,3994.92,3998.77,4029.11,3/16/19,3936.5
3992.34,4015.95,3994.92,3998.77,4029.11,4056.4,3/17/19,4015.95
3999.06,3994.92,3998.77,4029.11,4056.4,3992.34,3/18/19,3994.92
4011.92,3998.77,4029.11,4056.4,3992.34,3999.06,3/19/19,3998.77
3994.11,4029.11,4056.4,3992.34,3999.06,4011.92,3/20/19,4029.11
3935.89,4056.4,3992.34,3999.06,4011.92,3994.11,3/21/19,4056.4
3947.74,3992.34,3999.06,4011.92,3994.11,3935.89,3/22/19,3992.34
4048.51,3999.06,4011.92,3994.11,3935.89,3947.74,3/23/19,3999.06
4037.37,4011.92,3994.11,3935.89,3947.74,4048.51,3/24/19,4011.92
4115.55,3994.11,3935.89,3947.74,4048.51,4037.37,3/25/19,3994.11
4114.44,3935.89,3947.74,4048.51,4037.37,4115.55,3/26/19,3935.89
4114.16,3947.74,4048.51,4037.37,4115.55,4114.44,3/27/19,3947.74
4152.53,4048.51,4037.37,4115.55,4114.44,4114.16,3/28/19,4048.51
4882.88,4037.37,4115.55,4114.44,4114.16,4152.53,3/29/19,4037.37
4959.81,4115.55,4114.44,4114.16,4152.53,4882.88,3/30/19,4115.55
4911.24,4114.44,4114.16,4152.53,4882.88,4959.81,3/31/19,4114.44
5028.77,4114.16,4152.53,4882.88,4959.81,4911.24,4/1/19,4114.16
5053.52,4152.53,4882.88,4959.81,4911.24,5028.77,4/2/19,4152.53
5189.39,4882.88,4959.81,4911.24,5028.77,5053.52,4/3/19,4882.88
5268.71,4959.81,4911.24,5028.77,5053.52,5189.39,4/4/19,4959.81
5175.81,4911.24,5028.77,5053.52,5189.39,5268.71,4/5/19,4911.24
5310.18,5028.77,5053.52,5189.39,5268.71,5175.81,4/6/19,5028.77
5035.02,5053.52,5189.39,5268.71,5175.81,5310.18,4/7/19,5053.52
5072.85,5189.39,5268.71,5175.81,5310.18,5035.02,4/8/19,5189.39
5064.62,5268.71,5175.81,5310.18,5035.02,5072.85,4/9/19,5268.71
5152.51,5175.81,5310.18,5035.02,5072.85,5064.62,4/10/19,5175.81
5036.18,5310.18,5035.02,5072.85,5064.62,5152.51,4/11/19,5310.18
5196.65,5035.02,5072.85,5064.62,5152.51,5036.18,4/12/19,5035.02
5220.37,5072.85,5064.62,5152.51,5036.18,5196.65,4/13/19,5072.85
5276.31,5064.62,5152.51,5036.18,5196.65,5220.37,4/14/19,5064.62
5277.04,5152.51,5036.18,5196.65,5220.37,5276.31,4/15/19,5152.51
5309.28,5036.18,5196.65,5220.37,5276.31,5277.04,4/16/19,5036.18
5281.83,5196.65,5220.37,5276.31,5277.04,5309.28,4/17/19,5196.65
5377.19,5220.37,5276.31,5277.04,5309.28,5281.83,4/18/19,5220.37
5518.16,5276.31,5277.04,5309.28,5281.83,5377.19,4/19/19,5276.31
5434.19,5277.04,5309.28,5281.83,5377.19,5518.16,4/20/19,5277.04
5195.61,5309.28,5281.83,5377.19,5518.16,5434.19,4/21/19,5309.28
5292.83,5281.83,5377.19,5518.16,5434.19,5195.61,4/22/19,5281.83
5280.19,5377.19,5518.16,5434.19,5195.61,5292.83,4/23/19,5377.19
5301.29,5518.16,5434.19,5195.61,5292.83,5280.19,4/24/19,5518.16
5260.65,5434.19,5195.61,5292.83,5280.19,5301.29,4/25/19,5434.19
5269.79,5195.61,5292.83,5280.19,5301.29,5260.65,4/26/19,5195.61
5326.67,5292.83,5280.19,5301.29,5260.65,5269.79,4/27/19,5292.83
5390.16,5280.19,5301.29,5260.65,5269.79,5326.67,4/28/19,5280.19
5657.14,5301.29,5260.65,5269.79,5326.67,5390.16,4/29/19,5301.29
5771.08,5260.65,5269.79,5326.67,5390.16,5657.14,4/30/19,5260.65
5717.66,5269.79,5326.67,5390.16,5657.14,5771.08,5/1/19,5269.79
5684.47,5326.67,5390.16,5657.14,5771.08,5717.66,5/2/19,5326.67
5755.72,5390.16,5657.14,5771.08,5717.66,5684.47,5/3/19,5390.16
5936.72,5657.14,5771.08,5717.66,5684.47,5755.72,5/4/19,5657.14
6146.91,5771.08,5717.66,5684.47,5755.72,5936.72,5/5/19,5771.08
6348.02,5717.66,5684.47,5755.72,5936.72,6146.91,5/6/19,5717.66
7248.31,5684.47,5755.72,5936.72,6146.91,6348.02,5/7/19,5684.47
6978.63,5755.72,5936.72,6146.91,6348.02,7248.31,5/8/19,5755.72
7823.11,5936.72,6146.91,6348.02,7248.31,6978.63,5/9/19,5936.72
7992.69,6146.91,6348.02,7248.31,6978.63,7823.11,5/10/19,6146.91
8206.9,6348.02,7248.31,6978.63,7823.11,7992.69,5/11/19,6348.02
7885.96,7248.31,6978.63,7823.11,7992.69,8206.9,5/12/19,7248.31
